IMA - Sahakar Maharshi Shankarrao Mohite Patil Blood Bank,Maharashtra,SOLAPUR,Solapur,"804, Old Pandharpur Road, Ganeshnagar Akluj, Solapur",413101,imabloodbank136@rediffmail.com,17.660169,75.906401
Akshay Blood Bank,Maharashtra,SOLAPUR,Solapur,"Survey No. 2212, First Floor, Laxmi Narayan Apartment, South Sadar Bazar, Solapur ",413003,,17.669558,75.915101
M. M. Patel Public Charitable Trust - Ashwini Rural Medical College and Hospital Blood Bank,Maharashtra,SOLAPUR,Solapur,"Kumbhari, Gat No. 261 and 262 , Akkalkot Road, Kumbhari, 
Tal.South Solapur. Dist. Solapur ",413006,armchbb@gmail.com,17.644778,75.986234
Athar Minorities Social and Welfare Associations - Athar Blood Bank,Maharashtra,SOLAPUR,Solapur,"1st Floor, 410 Shukrawar Peth, Jamiya Complex, Near Jama Masjid, Solapur",413002,"atharbloodbank@ymail.com,",17.676725,75.910238
Indian Red Cross Society - Smt. Gopabai Damani Blood Bank,Maharashtra,SOLAPUR,Solapur,"165 Railway Line, Red Cross Road, Dufferin Chowk, Solapur ",413001,gopabaidamani@gmail.com,17.660077,75.906391
Indian Red Cross Society - Sarjubai Bansila Bajaj Blood Bank,Maharashtra,SOLAPUR,Solapur,"62/2/3/4, Bhakti Marg, Pandharpur, Solapur",413304,bajajbloodbank@gmail.com,17.562936,75.265589
SIDDHESHWAR BLOOD BANK,Maharashtra,SOLAPUR,Solapur,"Kalyani Towers, 126 Siddheshwar Peth, Near Yashwantrao Hospital Behind civil court, Solapur ",413003,siddheswarbloodbank@gmail.com,17.672075,75.904841
M/s Shrikamal Shikshan Prasarak Krida - Kala & Krushivikas Bahu Uddeshiya Samajsevi Mandals Sanjeevani Blood Bank,Maharashtra,SOLAPUR,Solapur,Solapur,,,,
Gor Banjara RSS Jankalyan Samiti - Seva Blood Bank,Maharashtra,THANE,,"Basement Puspadev Appartment, Near Sarvesh Hall Opposite to Manav Kalyan Kendra Dombivli ",,,,
"Dr. D.Y. Patil Hospital & Research Centre, Blood Bank",Maharashtra,THANE,Nerul,"Nerul, Thane",,,,
Tarapur Atomic Power Station Hospital Blood Bank,Maharashtra,THANE,Palghar,"TAPS Hospital Blood Bank, TAPS 1&2 (Anushri) Township Near Boisar, Palghar ",401504,rmwankhede@npcil.co.in,19.813093,72.743519
Vitthal Sayanna General Hospital (Civil Hospital) Blood Bank,Maharashtra,THANE,Thane,"Civil Hospital, 1st Floor, Tembhi Naka, Thane (W)-400601
",400601,,19.199056,72.978096
Central Hospital Blood Bank,Maharashtra,THANE,Thane,"Ulhasnagar, Central Hospital, Nehru Chowk Road, Ulhasnagar",421003,,19.229578,73.165135
JVP Blood Bank and Transfusion Centre Blood Bank,Maharashtra,THANE,Thane,"201, 213 Arenja Arcade Plot No. 4 Sec-17, Next to Apana Bazar, Vashi, Navi Mumbai",400705,,19.072305,73.000676
Sankalp Blood Bank,Maharashtra,THANE,Thane,"Riddhi Siddhi, Opposite to ICICI Bank, Near Ramchandra Hall, Murbad Road Kalyan (W)",421301,,19.241131,73.146766
Jupiter Hospital Blood Bank,Maharashtra,THANE,Thane,"Jupiter Hospital, Eastern Express Highway, Service Road, Near Voltas,  Naupada, Thane (W)  ",400601,,19.209617,72.972405
Plasma Diagnostic Lab and Blood Bank,Maharashtra,THANE,Thane,"Meghdoot, Building, Gopal Nagar, Hotel Janaki, Opposite to Manjunath School, Dombivali( E)",421201,,19.215794,73.096159
Vaidhya Blood Bank,Maharashtra,THANE,Thane,"1st Floor. Satyam Apartment, M.G. Road, Jeevan Jyot Hospital, Near Naupada Police Station, Thane (W)",400602,,19.187896,72.96724
Mahatma Gandhi Mission Medical College and Hospital Blood Bank,Maharashtra,THANE,Thane,"Plot No. 1 and 2, Sector-18, Kamothe, Navi Mumbai",410209,,19.003199,73.118362
Navjeevan Blood Bank,Maharashtra,THANE,Thane,"Gokhale Road, Naupada, Near Dr.Mhaskar&#39;s Hospital, Thane (W)",400602,,19.187729,72.967926
Sarla Blood Bank,Maharashtra,THANE,Thane,"Ravi Hospital, 1st Floor, 50 Anand Nagar, Navghar Vasai (W)",401202,,19.255677,72.865577
Tssia Blood Bank,Maharashtra,THANE,Thane,"Tssia House, Road No.P 26/T,Rd-16, Wagle Estate, Thane (W) ",400604,,19.194769,72.952884
Kai Wamanrao Oak Blood Bank,Maharashtra,THANE,Thane,"Ghantali Mandir Road, Vishnu Nagar, Naupada, Thane",400602,,19.186459,72.975467
Blood Line Blood Bank,Maharashtra,THANE,Thane,"Swargiya Dharmvir Anand Dighe Sankool, Tika No-10, Near Vikas Palm, Dr. Ambedkar Road, Thane (W) ",421302,,19.200762,72.97498
Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,Maharashtra,THANE,Thane,"2nd Floor, Bai Rukhminibal Hospital, Kalyan (W) ",421301,,19.244366,73.122511
Smt. Devkaabai Kalyanji Chheda Amrutvahini Blood Bank,Maharashtra,THANE,Thane,"Ashirwad Apartment, 2nd Floor,  Dshsnu (E), Thane ",,,19.208377,72.847668
Sanjeevan Blood Bank ,Maharashtra,THANE,Thane,"1st Floor, Indravati Hospital, Sector-3, Airoli, Navi Mumbai ",400705,,19.156842,72.997815
Vijayee Blood Bank,Maharashtra,THANE,Thane,"Andrandes Bhavan 1st Floor, Plot No. 2, Sr. No 277-A, Behind Papdi Telephone Exchange, Near Sai Services,  Vasai (W) ",401202,,19.358711,72.811841
Mira Bhayandar Municipal Corporation Rajeev Gandhi Blood Bank,Maharashtra,THANE,Thane,"C.S No.30/32 Poonam Sagar Complex, Near Allahabad Bank Mira Road (E), Thane",401107,,19.274233,72.861175
"Maharashtra Blood Bank, Component and Apheresis Centre",Maharashtra,THANE,Thane,"C- Wing, 107/207, Kuldeep Arcade, Near Navli Railway Phatak, Station Road, Palghar (W), Thane ",401404,,19.692902,72.772639
Chidanand Charitable Trust Dombivali Blood Bank,Maharashtra,THANE,Thane,"Siddhi Hospital, Bajiprabhu Chowk, Dombivali (East) ",421201,,19.212614,73.088869
Seva Blood Bank,Maharashtra,THANE,Thane,"Pushpadev Apartment, Basement, Opposite to Manav Kalyan Kendra, Near Sarvesh Hall, Dombivali ",421201,,19.215715,73.091599
Chhatrapati Shivaji Maharaj Hospital Blood Bank,Maharashtra,THANE,Thane,"Thane Belapur Road, Kalwa, Thane",400605,,19.1922569,72.986723
Navi Mumbai Municipal Corporation Blood Bank,Maharashtra,THANE,Thane,"General Hospital Vashi, Near Saint Mary Church, Sector-10, Vashi, Navi Mumbai",400705,,19.082788,72.996027
Lokmanya TSSIA Blood Bank Thane,Maharashtra,THANE,Thane,"Tssia House, Road No. P 26/T, Road-16, Next to Thane Janata Sahakari Bank, Behind the Petrol Pump, Wagle Estate, Thane (W)",400604,sunilmundhe7@gmail.com,19.191526,72.95169
M/s. Sadgurus Charitable Blood Bank,Maharashtra,THANE,Thane,Thane,,,,
M/s. Triumph Foundations Triumph Blood Bank,Maharashtra,THANE,Thane,Thane,,,,
Terna Blood Bank ,Maharashtra,THANE,Thane,Thane,,,,
"District - Civil Surgeon, General Hospital Blood Bank Wardha",Maharashtra,WARDHA,Wardha,"New Building, OPD 1st Floor General Hospital, Dr. Ambedkar Road, Near Jilha Parisad, Wardha",442001,cswardha@rediffmail.com,20.737833,78.603162
Kasturba Health Society Blood Bank,Maharashtra,WARDHA,Wardha,"Sevagram, Department of Pathology, MGIMS and Kasturba Hospital,  Sevagram, Wardha",442102,bloodbank@mgims.ac.in,20.739287,78.660927
Jawaharlal Nehru Medical College Blood Bank,Maharashtra,WARDHA,Wardha,"Savangi (Meghe), Paloti Road, Wardha",442004,jnmcbloodbank@rediffmail.com,20.715824,78.575564
"Civil Surgeon, General Hospital Blood Bank Washim",Maharashtra,WASHIM,Washim,"General Hospital Blood Bank, Near Akola Naka,  Washim ",444505,bb328@rediffmail.com,20.12259,77.127893
Sau Kantadevi Dale Blood Bank,Maharashtra,WASHIM,Washim,"Maa Ganga Memorial Baheti Hospital, Akola Naka, Washim ",444505,dr.narayandale@gmail.com,20.105396,77.143122
Shri Vasantrao Naik Blood Bank ,Maharashtra,YAVATMAL,Yavatmal,"Government Medical College and Hospital, Yavatmal",445001,"deanvngmc@rediffmail.com, bloodbankvngmc@gmail.com",20.39524,78.118668
Laxmi Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Chiddarwar Hospital, Motinagar, Pusad, Yavatmal",445204,,19.906603,77.567708
Satyashanti Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"2nd Floor, Satyashanti Hospital, Opposite to Bus Stand, Pusad",445204,satyashanti@rediffmail.com,19.910776,77.569957
Aishwarya Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Survey No.3/2, Godhani Road, Gurunanak Nagar, Near Amolakshand College, Mouza, Umarsara, Yavatmal",445001,bhongade@nagpur.dot.net.in ,20.389322,78.118544
Shri Gajanan Blood Bank And Components,Maharashtra,YAVATMAL,Yavatmal,"Property No: 71, Road No.9, 2nd Floor, Bajaj Satkar Bhavan, Yavatmal (m.s) ",444001,,20.418283,78.12953
Ekneel Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Near City Centre, Datta Chowk",445001,ekneelbloodbank@rediffmail.com,20.389322,78.118544
